,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,acousticness,popularity,album_release_date,vibe,track_uri,artist_uri,genres
2749,Joji,Glimpse of Us,Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ,0.44,0.317,8,-9.258,1,0.0531,4.78e-06,0.141,0.268,169.914,233456,3,0.891,86,6/10/22,sad,6xGruZOHLs39ZbVccQTuPZ,3MZsBdqDrRTJihTHQrO6Dq,viral pop
2750,Olivia Rodrigo,SOUR,drivers license,5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10,-8.81,1,0.0578,1.42e-05,0.106,0.137,143.875,242013,4,0.768,86,5/21/21,sad,5wANPM4fQCJwkGd4rN57mH,1McMsnEElThX1knmY4oliG,pop
2751,Tom Odell,Long Way Down (Deluxe),Another Love,3JvKfv6T31zO0ini8iNItO,0.445,0.537,4,-8.532,0,0.04,1.65e-05,0.0944,0.131,122.769,244360,4,0.695,92,6/24/13,sad,3JvKfv6T31zO0ini8iNItO,2txHhyCwHjUEpJjWrEyqyX,chill pop
2752,Libianca,People,People,26b3oVLrRUaaybJulow9kz,0.573,0.422,10,-7.621,0,0.0678,1.31e-05,0.102,0.693,124.357,184791,5,0.551,92,12/6/22,sad,26b3oVLrRUaaybJulow9kz,7kjSuFGKhLm8b5qXoMhRkJ,afrobeats
2753,Billie Eilish,lovely (with Khalid),lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.0,0.095,0.12,115.284,200186,4,0.934,90,4/19/18,sad,0u2P5u6lvoDfwTYjAADbn4,6qqNVTkY8uBg9cP3Jd7DAH,art pop
2754,Billie Eilish,lovely (with Khalid),lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.0,0.095,0.12,115.284,200186,4,0.934,90,4/19/18,sad,0u2P5u6lvoDfwTYjAADbn4,6qqNVTkY8uBg9cP3Jd7DAH,electropop
2755,Billie Eilish,lovely (with Khalid),lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.0,0.095,0.12,115.284,200186,4,0.934,90,4/19/18,sad,0u2P5u6lvoDfwTYjAADbn4,6qqNVTkY8uBg9cP3Jd7DAH,pop
2756,Ed Sheeran,Eyes Closed,Eyes Closed,07bsRv0pcpbG4zJeLsUs1p,0.777,0.526,2,-6.221,1,0.0645,0.0,0.105,0.389,107.071,194849,4,0.302,89,3/24/23,sad,07bsRv0pcpbG4zJeLsUs1p,6eUKZXaKkcviH0Ku9w2n3V,pop
2757,Ed Sheeran,Eyes Closed,Eyes Closed,07bsRv0pcpbG4zJeLsUs1p,0.777,0.526,2,-6.221,1,0.0645,0.0,0.105,0.389,107.071,194849,4,0.302,89,3/24/23,sad,07bsRv0pcpbG4zJeLsUs1p,6eUKZXaKkcviH0Ku9w2n3V,uk pop
2758,Bruno Mars,Unorthodox Jukebox,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0,-8.648,1,0.0434,0.0,0.088,0.387,72.795,213827,4,0.932,89,12/7/12,sad,0nJW01T7XtvILxQgC5J7Wh,0du5cEVh5yTK9QJze8zA0C,dance pop
2759,Bruno Mars,Unorthodox Jukebox,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0,-8.648,1,0.0434,0.0,0.088,0.387,72.795,213827,4,0.932,89,12/7/12,sad,0nJW01T7XtvILxQgC5J7Wh,0du5cEVh5yTK9QJze8zA0C,pop
2760,Arctic Monkeys,AM,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,0.691,0.631,2,-6.478,1,0.0368,1.13e-05,0.104,0.8,92.004,161124,4,0.0483,88,9/9/13,sad,086myS9r57YsLbJpU0TgK9,7Ln80lUS6He07XvHI8qqHH,garage rock
2761,Arctic Monkeys,AM,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,0.691,0.631,2,-6.478,1,0.0368,1.13e-05,0.104,0.8,92.004,161124,4,0.0483,88,9/9/13,sad,086myS9r57YsLbJpU0TgK9,7Ln80lUS6He07XvHI8qqHH,modern rock
2762,Arctic Monkeys,AM,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,0.691,0.631,2,-6.478,1,0.0368,1.13e-05,0.104,0.8,92.004,161124,4,0.0483,88,9/9/13,sad,086myS9r57YsLbJpU0TgK9,7Ln80lUS6He07XvHI8qqHH,permanent wave
2763,Arctic Monkeys,AM,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,0.691,0.631,2,-6.478,1,0.0368,1.13e-05,0.104,0.8,92.004,161124,4,0.0483,88,9/9/13,sad,086myS9r57YsLbJpU0TgK9,7Ln80lUS6He07XvHI8qqHH,rock
2764,Arctic Monkeys,AM,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,0.691,0.631,2,-6.478,1,0.0368,1.13e-05,0.104,0.8,92.004,161124,4,0.0483,88,9/9/13,sad,086myS9r57YsLbJpU0TgK9,7Ln80lUS6He07XvHI8qqHH,sheffield indie
2765,Conan Gray,Kid Krow,Heather,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,5,-7.301,1,0.0333,0.0,0.322,0.27,102.078,198040,3,0.584,88,3/20/20,sad,4xqrdfXkTW4T0RauPLv3WA,4Uc8Dsxct0oMqx0P6i60ea,bedroom pop
2766,Conan Gray,Kid Krow,Heather,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,5,-7.301,1,0.0333,0.0,0.322,0.27,102.078,198040,3,0.584,88,3/20/20,sad,4xqrdfXkTW4T0RauPLv3WA,4Uc8Dsxct0oMqx0P6i60ea,pop
2767,Conan Gray,Kid Krow,Heather,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,5,-7.301,1,0.0333,0.0,0.322,0.27,102.078,198040,3,0.584,88,3/20/20,sad,4xqrdfXkTW4T0RauPLv3WA,4Uc8Dsxct0oMqx0P6i60ea,pov: indie
2768,Sam Smith,In The Lonely Hour,I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,0.677,0.485,5,-5.795,1,0.0361,2.04e-05,0.0766,0.493,82.001,239317,4,0.529,86,5/26/14,sad,7795WJLVKJoAyVoOtCWqXN,2wY79sveU1sp5g7SokKOiI,pop
2769,Sam Smith,In The Lonely Hour,I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,0.677,0.485,5,-5.795,1,0.0361,2.04e-05,0.0766,0.493,82.001,239317,4,0.529,86,5/26/14,sad,7795WJLVKJoAyVoOtCWqXN,2wY79sveU1sp5g7SokKOiI,uk pop
2770,Ed Sheeran,x (Deluxe Edition),Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.000464,0.0986,0.201,107.989,258987,4,0.607,86,6/21/14,sad,1HNkqx9Ahdgi1Ixy2xkKkL,6eUKZXaKkcviH0Ku9w2n3V,pop
2771,Ed Sheeran,x (Deluxe Edition),Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.000464,0.0986,0.201,107.989,258987,4,0.607,86,6/21/14,sad,1HNkqx9Ahdgi1Ixy2xkKkL,6eUKZXaKkcviH0Ku9w2n3V,uk pop
2772,Taylor Swift,folklore,august,3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,5,-9.208,1,0.0331,7.28e-05,0.0925,0.403,89.937,261923,4,0.538,85,7/24/20,sad,3hUxzQpSfdDqwM3ZTFQY0K,06HL4z0CvFAxyc27GXpf02,pop
2773,Billie Eilish,everything i wanted,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0.0994,0.657,0.106,0.243,120.006,245426,4,0.902,85,11/13/19,sad,3ZCTVFBt2Brf31RLEnCkWJ,6qqNVTkY8uBg9cP3Jd7DAH,art pop
2774,Billie Eilish,everything i wanted,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0.0994,0.657,0.106,0.243,120.006,245426,4,0.902,85,11/13/19,sad,3ZCTVFBt2Brf31RLEnCkWJ,6qqNVTkY8uBg9cP3Jd7DAH,electropop
2775,Billie Eilish,everything i wanted,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0.0994,0.657,0.106,0.243,120.006,245426,4,0.902,85,11/13/19,sad,3ZCTVFBt2Brf31RLEnCkWJ,6qqNVTkY8uBg9cP3Jd7DAH,pop
2776,Harry Styles,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5,-4.63,1,0.0313,0.0,0.109,0.222,119.972,340707,4,0.0275,85,5/12/17,sad,5Ohxk2dO5COHF1krpoPigN,6KImCVD70vtIoJWnq6nGn3,pop
2777,Sam Smith,The Thrill Of It All (Special Edition),Too Good At Goodbyes,1mXVgsBdtIVeCLJnSnmtdV,0.681,0.372,5,-8.237,1,0.0432,0.0,0.169,0.476,91.873,201000,4,0.64,85,11/3/17,sad,1mXVgsBdtIVeCLJnSnmtdV,2wY79sveU1sp5g7SokKOiI,pop
2778,Sam Smith,The Thrill Of It All (Special Edition),Too Good At Goodbyes,1mXVgsBdtIVeCLJnSnmtdV,0.681,0.372,5,-8.237,1,0.0432,0.0,0.169,0.476,91.873,201000,4,0.64,85,11/3/17,sad,1mXVgsBdtIVeCLJnSnmtdV,2wY79sveU1sp5g7SokKOiI,uk pop
2779,James Arthur,YOU,Car's Outside,0otRX6Z89qKkHkQ9OqJpKt,0.338,0.562,9,-7.181,1,0.029,0.0,0.107,0.259,149.907,248373,4,0.039,85,10/18/19,sad,0otRX6Z89qKkHkQ9OqJpKt,4IWBUUAFIplrNtaOHcJPRM,pop
2780,James Arthur,YOU,Car's Outside,0otRX6Z89qKkHkQ9OqJpKt,0.338,0.562,9,-7.181,1,0.029,0.0,0.107,0.259,149.907,248373,4,0.039,85,10/18/19,sad,0otRX6Z89qKkHkQ9OqJpKt,4IWBUUAFIplrNtaOHcJPRM,talent show
2781,James Arthur,YOU,Car's Outside,0otRX6Z89qKkHkQ9OqJpKt,0.338,0.562,9,-7.181,1,0.029,0.0,0.107,0.259,149.907,248373,4,0.039,85,10/18/19,sad,0otRX6Z89qKkHkQ9OqJpKt,4IWBUUAFIplrNtaOHcJPRM,uk pop
2782,Coldplay,X&Y,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.00196,0.113,0.124,138.178,295533,4,0.164,84,6/7/05,sad,7LVHVU3tWfcxj5aiPFEW4Q,4gzpq5DPGxSnKTe4SA8HAU,permanent wave
2783,Coldplay,X&Y,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.00196,0.113,0.124,138.178,295533,4,0.164,84,6/7/05,sad,7LVHVU3tWfcxj5aiPFEW4Q,4gzpq5DPGxSnKTe4SA8HAU,pop
2784,Benson Boone,In The Stars,In The Stars,1ei3hzQmrgealgRKFxIcWn,0.362,0.54,10,-6.031,1,0.0528,0.0,0.139,0.3,78.007,216410,3,0.338,84,4/29/22,sad,1ei3hzQmrgealgRKFxIcWn,22wbnEMDvgVIAGdFeek6ET,
2785,Tate McRae,you broke me first,you broke me first,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,4,-9.389,1,0.05,0.0,0.0906,0.0823,124.148,169266,4,0.785,83,4/17/20,sad,45bE4HXI0AwGZXfZtMp8JR,45dkTj5sMRSjrmBSBeiHym,alt z
2786,Tate McRae,you broke me first,you broke me first,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,4,-9.389,1,0.05,0.0,0.0906,0.0823,124.148,169266,4,0.785,83,4/17/20,sad,45bE4HXI0AwGZXfZtMp8JR,45dkTj5sMRSjrmBSBeiHym,pop
2787,Taylor Swift,Red (Taylor's Version),All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,0.631,0.518,0,-8.771,1,0.0303,0.0,0.088,0.205,93.023,613027,4,0.274,85,11/12/21,sad,5enxwA8aAbwZbf5qCHORXi,06HL4z0CvFAxyc27GXpf02,pop
2788,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,3.97e-05,0.0897,0.198,82.642,196077,4,0.978,84,3/29/19,sad,43zdsphuZLzwA9k4DJhU0I,6qqNVTkY8uBg9cP3Jd7DAH,art pop
2789,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,3.97e-05,0.0897,0.198,82.642,196077,4,0.978,84,3/29/19,sad,43zdsphuZLzwA9k4DJhU0I,6qqNVTkY8uBg9cP3Jd7DAH,electropop
2790,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,3.97e-05,0.0897,0.198,82.642,196077,4,0.978,84,3/29/19,sad,43zdsphuZLzwA9k4DJhU0I,6qqNVTkY8uBg9cP3Jd7DAH,pop
2791,Powfu,death bed (coffee for your head),death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0.135,0.0,0.696,0.348,144.026,173333,4,0.731,83,2/8/20,sad,7eJMfftS33KTjuF7lTsMCx,6bmlMHgSheBauioMgKv2tn,sad lo-fi
2792,Powfu,death bed (coffee for your head),death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0.135,0.0,0.696,0.348,144.026,173333,4,0.731,83,2/8/20,sad,7eJMfftS33KTjuF7lTsMCx,6bmlMHgSheBauioMgKv2tn,sad rap
2793,Frank Ocean,Blonde,Ivy,2ZWlPOoWh0626oTaHrnl2a,0.575,0.386,9,-9.584,0,0.037,0.000289,0.229,0.466,116.408,249191,4,0.785,82,8/20/16,sad,2ZWlPOoWh0626oTaHrnl2a,2h93pZq0e7k5yf4dywlkpM,lgbtq+ hip hop
2794,Frank Ocean,Blonde,Ivy,2ZWlPOoWh0626oTaHrnl2a,0.575,0.386,9,-9.584,0,0.037,0.000289,0.229,0.466,116.408,249191,4,0.785,82,8/20/16,sad,2ZWlPOoWh0626oTaHrnl2a,2h93pZq0e7k5yf4dywlkpM,neo soul
2795,NF,Perception,Let You Down,52okn5MNA47tk87PeZJLEL,0.662,0.714,5,-5.68,0,0.121,0.0,0.179,0.464,147.997,212120,4,0.312,82,10/6/17,sad,52okn5MNA47tk87PeZJLEL,6fOMl44jA4Sp5b9PpYCkzz,hip hop
2796,NF,Perception,Let You Down,52okn5MNA47tk87PeZJLEL,0.662,0.714,5,-5.68,0,0.121,0.0,0.179,0.464,147.997,212120,4,0.312,82,10/6/17,sad,52okn5MNA47tk87PeZJLEL,6fOMl44jA4Sp5b9PpYCkzz,pop rap
2797,Alicia Keys,The Diary Of Alicia Keys,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,0.609,0.444,7,-9.129,1,0.106,6.86e-06,0.104,0.166,118.402,228707,3,0.603,81,12/2/03,sad,3XVBdLihbNbxUwZosxcGuJ,3DiDSECUqqY1AuBP8qtaIa,neo soul
2798,Alicia Keys,The Diary Of Alicia Keys,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,0.609,0.444,7,-9.129,1,0.106,6.86e-06,0.104,0.166,118.402,228707,3,0.603,81,12/2/03,sad,3XVBdLihbNbxUwZosxcGuJ,3DiDSECUqqY1AuBP8qtaIa,pop
2799,Alicia Keys,The Diary Of Alicia Keys,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,0.609,0.444,7,-9.129,1,0.106,6.86e-06,0.104,0.166,118.402,228707,3,0.603,81,12/2/03,sad,3XVBdLihbNbxUwZosxcGuJ,3DiDSECUqqY1AuBP8qtaIa,r&b
2800,Calum Scott,Only Human (Deluxe),Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,0.681,0.174,1,-8.745,1,0.0315,3.35e-05,0.0983,0.231,112.672,260285,4,0.837,81,3/9/18,sad,2BOqDYLOJBiMOXShCV1neZ,6ydoSd3N2mwgwBHtF6K7eX,pop
2801,Kodaline,In A Perfect World (Expanded Edition),All I Want,0NlGoUyOJSuSHmngoibVAs,0.188,0.411,0,-9.733,1,0.0484,0.153,0.0843,0.159,187.376,305747,3,0.174,81,6/17/13,sad,0NlGoUyOJSuSHmngoibVAs,4BxCuXFJrSWGi1KHcVqaU4,irish pop
2802,Kodaline,In A Perfect World (Expanded Edition),All I Want,0NlGoUyOJSuSHmngoibVAs,0.188,0.411,0,-9.733,1,0.0484,0.153,0.0843,0.159,187.376,305747,3,0.174,81,6/17/13,sad,0NlGoUyOJSuSHmngoibVAs,4BxCuXFJrSWGi1KHcVqaU4,modern rock
2803,Post Malone,Stoney (Deluxe),I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0,0.196,0.291,143.95,223347,4,0.0689,81,12/9/16,sad,75ZvA4QfFiZvzhj2xkaWAh,246dkjvS1zLTtiykXe5h60,dfw rap
2804,Post Malone,Stoney (Deluxe),I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0,0.196,0.291,143.95,223347,4,0.0689,81,12/9/16,sad,75ZvA4QfFiZvzhj2xkaWAh,246dkjvS1zLTtiykXe5h60,melodic rap
2805,Post Malone,Stoney (Deluxe),I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0,0.196,0.291,143.95,223347,4,0.0689,81,12/9/16,sad,75ZvA4QfFiZvzhj2xkaWAh,246dkjvS1zLTtiykXe5h60,pop
2806,Post Malone,Stoney (Deluxe),I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0,0.196,0.291,143.95,223347,4,0.0689,81,12/9/16,sad,75ZvA4QfFiZvzhj2xkaWAh,246dkjvS1zLTtiykXe5h60,rap
2807,James Arthur,Back from the Edge,Train Wreck,55Am8neGJkdj2ADaM3aw5H,0.311,0.485,6,-5.726,0,0.0365,0.0,0.0726,0.225,77.355,208827,4,0.701,81,10/28/16,sad,55Am8neGJkdj2ADaM3aw5H,4IWBUUAFIplrNtaOHcJPRM,pop
2808,James Arthur,Back from the Edge,Train Wreck,55Am8neGJkdj2ADaM3aw5H,0.311,0.485,6,-5.726,0,0.0365,0.0,0.0726,0.225,77.355,208827,4,0.701,81,10/28/16,sad,55Am8neGJkdj2ADaM3aw5H,4IWBUUAFIplrNtaOHcJPRM,talent show
2809,James Arthur,Back from the Edge,Train Wreck,55Am8neGJkdj2ADaM3aw5H,0.311,0.485,6,-5.726,0,0.0365,0.0,0.0726,0.225,77.355,208827,4,0.701,81,10/28/16,sad,55Am8neGJkdj2ADaM3aw5H,4IWBUUAFIplrNtaOHcJPRM,uk pop
2810,Charlie Puth,That’s Not How This Works (feat. Dan + Shay),That’s Not How This Works (feat. Dan + Shay),28a0aMV1OKoyNiCJuNsWrY,0.584,0.576,9,-4.557,1,0.0519,0.0,0.212,0.432,170.026,165620,4,0.507,81,3/31/23,sad,28a0aMV1OKoyNiCJuNsWrY,6VuMaDnrHyPL1p4EHjYLi7,pop
2811,Charlie Puth,That’s Not How This Works (feat. Dan + Shay),That’s Not How This Works (feat. Dan + Shay),28a0aMV1OKoyNiCJuNsWrY,0.584,0.576,9,-4.557,1,0.0519,0.0,0.212,0.432,170.026,165620,4,0.507,81,3/31/23,sad,28a0aMV1OKoyNiCJuNsWrY,6VuMaDnrHyPL1p4EHjYLi7,viral pop
2812,Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,0.629,0.328,11,-8.284,1,0.029,2.5e-05,0.103,0.389,74.953,197732,4,0.768,80,6/28/19,sad,1TQXIltqoZ5XXyfCbAeSQQ,4xnihxcoXWK3UqryOSnbw5,alt z
2813,Sufjan Stevens,Carrie & Lowell,Fourth of July,5Qnrgqy1pAm9GyNQOgyVFz,0.435,0.104,6,-22.39,0,0.0445,0.33,0.119,0.162,120.484,279316,4,0.973,80,3/31/15,sad,5Qnrgqy1pAm9GyNQOgyVFz,4MXUO7sVCaFgFjoTI5ox5c,art pop
2814,Sufjan Stevens,Carrie & Lowell,Fourth of July,5Qnrgqy1pAm9GyNQOgyVFz,0.435,0.104,6,-22.39,0,0.0445,0.33,0.119,0.162,120.484,279316,4,0.973,80,3/31/15,sad,5Qnrgqy1pAm9GyNQOgyVFz,4MXUO7sVCaFgFjoTI5ox5c,baroque pop
2815,Sufjan Stevens,Carrie & Lowell,Fourth of July,5Qnrgqy1pAm9GyNQOgyVFz,0.435,0.104,6,-22.39,0,0.0445,0.33,0.119,0.162,120.484,279316,4,0.973,80,3/31/15,sad,5Qnrgqy1pAm9GyNQOgyVFz,4MXUO7sVCaFgFjoTI5ox5c,chamber pop
2816,Sufjan Stevens,Carrie & Lowell,Fourth of July,5Qnrgqy1pAm9GyNQOgyVFz,0.435,0.104,6,-22.39,0,0.0445,0.33,0.119,0.162,120.484,279316,4,0.973,80,3/31/15,sad,5Qnrgqy1pAm9GyNQOgyVFz,4MXUO7sVCaFgFjoTI5ox5c,indie pop
2817,Sufjan Stevens,Carrie & Lowell,Fourth of July,5Qnrgqy1pAm9GyNQOgyVFz,0.435,0.104,6,-22.39,0,0.0445,0.33,0.119,0.162,120.484,279316,4,0.973,80,3/31/15,sad,5Qnrgqy1pAm9GyNQOgyVFz,4MXUO7sVCaFgFjoTI5ox5c,indie rock
2818,Sufjan Stevens,Carrie & Lowell,Fourth of July,5Qnrgqy1pAm9GyNQOgyVFz,0.435,0.104,6,-22.39,0,0.0445,0.33,0.119,0.162,120.484,279316,4,0.973,80,3/31/15,sad,5Qnrgqy1pAm9GyNQOgyVFz,4MXUO7sVCaFgFjoTI5ox5c,singer-songwriter
2819,Ed Sheeran,÷ (Deluxe),Happier,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0.0,0.135,0.236,89.792,207520,4,0.536,80,3/3/17,sad,2RttW7RAu5nOAfq6YFvApB,6eUKZXaKkcviH0Ku9w2n3V,pop
2820,Ed Sheeran,÷ (Deluxe),Happier,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0.0,0.135,0.236,89.792,207520,4,0.536,80,3/3/17,sad,2RttW7RAu5nOAfq6YFvApB,6eUKZXaKkcviH0Ku9w2n3V,uk pop
2821,Conan Gray,Kid Krow,Maniac,6KfoDhO4XUWSbnyKjNp9c4,0.628,0.639,8,-5.46,1,0.0435,0.0,0.354,0.493,108.045,185773,4,0.00162,80,3/20/20,sad,6KfoDhO4XUWSbnyKjNp9c4,4Uc8Dsxct0oMqx0P6i60ea,bedroom pop
2822,Conan Gray,Kid Krow,Maniac,6KfoDhO4XUWSbnyKjNp9c4,0.628,0.639,8,-5.46,1,0.0435,0.0,0.354,0.493,108.045,185773,4,0.00162,80,3/20/20,sad,6KfoDhO4XUWSbnyKjNp9c4,4Uc8Dsxct0oMqx0P6i60ea,pop
2823,Conan Gray,Kid Krow,Maniac,6KfoDhO4XUWSbnyKjNp9c4,0.628,0.639,8,-5.46,1,0.0435,0.0,0.354,0.493,108.045,185773,4,0.00162,80,3/20/20,sad,6KfoDhO4XUWSbnyKjNp9c4,4Uc8Dsxct0oMqx0P6i60ea,pov: indie
2824,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Hold Me While You Wait,60iSKGrGazRzICtMjADNSM,0.688,0.53,11,-5.507,1,0.0333,0.0,0.0995,0.162,106.958,205687,4,0.443,80,5/17/19,sad,60iSKGrGazRzICtMjADNSM,4GNC7GD6oZMSxPGyXy4MNB,pop
2825,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Hold Me While You Wait,60iSKGrGazRzICtMjADNSM,0.688,0.53,11,-5.507,1,0.0333,0.0,0.0995,0.162,106.958,205687,4,0.443,80,5/17/19,sad,60iSKGrGazRzICtMjADNSM,4GNC7GD6oZMSxPGyXy4MNB,uk pop
2826,Calum Scott,Only Human (Deluxe),You Are The Reason,69vToJ9BMbbLlFZo7k7A7B,0.329,0.235,10,-7.699,1,0.0303,0.0,0.137,0.22,171.006,204326,3,0.918,80,3/9/18,sad,69vToJ9BMbbLlFZo7k7A7B,6ydoSd3N2mwgwBHtF6K7eX,pop
2827,Meghan Trainor,Title (Deluxe),Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,0.63,0.53,0,-7.259,1,0.0434,0.0,0.177,0.417,108.038,225053,3,0.4,79,1/9/15,sad,2YlZnw2ikdb837oKMKjBkW,6JL8zeS1NmiOftqZTRgdTz,hip pop
2828,Meghan Trainor,Title (Deluxe),Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,0.63,0.53,0,-7.259,1,0.0434,0.0,0.177,0.417,108.038,225053,3,0.4,79,1/9/15,sad,2YlZnw2ikdb837oKMKjBkW,6JL8zeS1NmiOftqZTRgdTz,pop
2829,James Arthur,Back from the Edge,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,0.696,0.543,11,-6.164,1,0.0489,0.0,0.0939,0.479,107.969,246880,4,0.308,80,10/28/16,sad,0VhgEqMTNZwYL1ARDLLNCX,4IWBUUAFIplrNtaOHcJPRM,pop
2830,James Arthur,Back from the Edge,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,0.696,0.543,11,-6.164,1,0.0489,0.0,0.0939,0.479,107.969,246880,4,0.308,80,10/28/16,sad,0VhgEqMTNZwYL1ARDLLNCX,4IWBUUAFIplrNtaOHcJPRM,talent show
2831,James Arthur,Back from the Edge,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,0.696,0.543,11,-6.164,1,0.0489,0.0,0.0939,0.479,107.969,246880,4,0.308,80,10/28/16,sad,0VhgEqMTNZwYL1ARDLLNCX,4IWBUUAFIplrNtaOHcJPRM,uk pop
2832,Lord Huron,Strange Trails,The Night We Met,0QZ5yyl6B6utIWkxeBDxQN,0.545,0.366,2,-9.51,1,0.0378,0.267,0.641,0.1,86.997,208212,3,0.969,79,4/7/15,sad,0QZ5yyl6B6utIWkxeBDxQN,6ltzsmQQbmdoHHbLZ4ZN25,indie folk
2833,Lord Huron,Strange Trails,The Night We Met,0QZ5yyl6B6utIWkxeBDxQN,0.545,0.366,2,-9.51,1,0.0378,0.267,0.641,0.1,86.997,208212,3,0.969,79,4/7/15,sad,0QZ5yyl6B6utIWkxeBDxQN,6ltzsmQQbmdoHHbLZ4ZN25,stomp and holler
2834,Cigarettes After Sex,Cry,Cry,0Qr61NXlyAeQaADO5xn3rI,0.409,0.399,7,-10.456,1,0.0275,0.654,0.112,0.161,142.823,256800,4,0.763,79,10/25/19,sad,0Qr61NXlyAeQaADO5xn3rI,1QAJqy2dA3ihHBFIHRphZj,ambient pop
2835,Cigarettes After Sex,Cry,Cry,0Qr61NXlyAeQaADO5xn3rI,0.409,0.399,7,-10.456,1,0.0275,0.654,0.112,0.161,142.823,256800,4,0.763,79,10/25/19,sad,0Qr61NXlyAeQaADO5xn3rI,1QAJqy2dA3ihHBFIHRphZj,dream pop
