,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,acousticness,popularity,album_release_date,vibe
125,Cardi B,Invasion of Privacy,Bodak Yellow,6KBYefIoo7KydImq1uUQlL,0.926,0.703,11,-6.337,0,0.103,0,0.231,0.485,125.022,223713,4,0.0659,74,4/6/18,upbeat
126,Young Miko,Lisa,Lisa,44FzVABpR2cciquTqADA0D,0.82,0.446,7,-7.553,1,0.213,0,0.13,0.831,81.01,159307,4,0.466,86,3/3/23,upbeat
127,Flo Milli,Conceited (feat. Lola Brooke & Maiya The Don),Conceited (feat. Lola Brooke & Maiya The Don),53acd3PVcgGCux58YABBr5,0.94,0.761,8,-4.408,1,0.0979,1.89E-05,0.59,0.414,118.027,195254,4,0.0741,66,1/27/23,upbeat
128,Lil Mama,Lip Gloss,Lip Gloss,1Y4ZdPOOgCUhBcKZOrUFiS,0.619,0.87,2,-4.956,1,0.501,1.37E-06,0.0571,0.94,188.772,219773,4,0.41,66,3/6/07,upbeat
129,Doja Cat,Hot Pink,Rules,1TMWcbxL5YF8rKsFHv5hAP,0.651,0.724,7,-5.457,1,0.166,0,0.13,0.686,144.146,187040,4,0.172,76,11/7/19,upbeat
130,Flo Milli,Nasty Dancer,Nasty Dancer,7itIhLBlKcpdaSqXRsSuW3,0.899,0.711,1,-4.388,1,0.139,0,0.204,0.126,127.018,137931,4,0.0135,60,2/17/23,upbeat
131,Shariya Wise,Sis! You A Bad Bitch! 2.0,Sis! You A Bad Bitch! 2.0,4MN5ooEr9b3Bmpvk1VFEKU,0.655,0.451,2,-9.3,1,0.212,1.21E-05,0.109,0.117,125.978,125714,4,0.106,56,5/6/22,upbeat
132,Armani Caesar,THE LIZ 2,Diana (feat. Kodak Black),127yb3oAuaGBgH8hoSV4Da,0.684,0.515,4,-9.041,0,0.0609,0.00443,0.115,0.351,93.024,191290,4,0.407,50,10/21/22,upbeat
133,Madonna,Back That Up To The Beat,Back That Up To The Beat - demo version,5ZQ2slXNqImBi0SdomcjYN,0.912,0.61,2,-7.029,1,0.168,0,0.0431,0.763,113.941,211476,4,0.0584,71,12/30/22,upbeat
134,Cardi B,Invasion of Privacy,I Do (feat. SZA),1f5PNhkNgUpvDEeZfcIlO1,0.886,0.473,7,-7.338,0,0.255,2.58E-05,0.0864,0.438,135.065,200205,4,0.27,68,4/6/18,upbeat
135,Rihanna,ANTI (Deluxe),Needed Me,4pAl7FkDMNBsjykPXo91B3,0.671,0.314,5,-8.091,0,0.244,0,0.0825,0.296,110.898,191600,4,0.11,84,1/28/16,upbeat
136,Isabel LaRosa,i'm yours,i'm yours,37vVp2sWHuuIBOSl1NswP6,0.398,0.705,5,-7.07,0,0.0756,5.13E-05,0.443,0.635,111.487,145668,4,0.204,82,10/28/22,upbeat
137,Nicki Minaj,Super Freaky Girl,Super Freaky Girl,4C6Uex2ILwJi9sZXRdmqXp,0.95,0.891,2,-2.653,1,0.241,1.77E-05,0.309,0.912,133.01,170977,4,0.0645,80,8/12/22,upbeat
138,Beyoncé,BEYONCÉ [Platinum Edition],Partition,5hgnY0mVcVetszbb85qeDg,0.418,0.441,11,-11.522,0,0.283,0.0707,0.306,0.172,175.928,319467,4,0.029,71,11/24/14,upbeat
139,Nelly Furtado,Loose,Maneater,4wH4dJgrsxONID6KS2tDQM,0.796,0.777,6,-4.81,1,0.0397,0.000358,0.121,0.787,132.722,258893,4,0.0261,81,1/1/06,upbeat
140,Gwen Stefani,Love Angel Music Baby (Deluxe Version),Luxurious,3UQmoVQJqBYauTZLVPs3uo,0.811,0.726,0,-3.995,1,0.0813,0,0.116,0.666,131.027,264920,4,0.154,65,11/23/04,upbeat
141,M.I.A.,Matangi,Bad Girls,6nzXkCBOhb2mxctNihOqbb,0.639,0.912,1,-2.621,1,0.0615,0,0.097,0.343,143.448,227520,4,0.00107,75,1/1/13,upbeat
142,Cardi B,Up,Up,1XXimziG1uhM0eDNCZCrUl,0.868,0.795,11,-6.044,1,0.269,0.0193,0.0461,0.819,166,156945,4,0.0012,72,2/5/21,upbeat
143,Bellakath,Gatita,Gatita,4ilZV1WNjL7IxwE81OnaRY,0.895,0.847,7,-5.25,1,0.0519,0.223,0.338,0.735,101.006,153063,4,0.16,81,10/5/22,upbeat
144,Megan Thee Stallion,Traumazine,Anxiety,6Ve9MNsl8OFg6rHd227bYh,0.951,0.766,8,-4.65,0,0.259,0,0.118,0.686,126.989,135867,4,0.233,69,8/12/22,upbeat
145,Doja Cat,Planet Her,Get Into It (Yuh),0W6I02J9xcqK8MtSeosEXb,0.912,0.655,8,-6.029,0,0.162,3.39E-05,0.0894,0.793,91.942,138293,4,0.315,79,6/25/21,upbeat
146,Britney Spears,Blackout,Gimme More,6ic8OlLUNEATToEFU3xmaH,0.788,0.844,2,-3.131,1,0.0334,0.000678,0.0723,0.382,113.324,251240,4,0.25,81,10/25/07,upbeat
147,Stefflon Don,16 Shots,16 Shots,2169IKAivSUUFGcedGASXc,0.684,0.79,3,-4.871,0,0.0735,0.000371,0.0854,0.549,95.083,224728,4,0.0271,69,5/22/17,upbeat
148,GloRilla,"Anyways, Life’s Great…",Tomorrow 2 (with Cardi B),0WNfQxDGaPTl0yogcMR5v1,0.795,0.814,0,-3.945,1,0.4,0,0.117,0.68,160.039,209811,4,0.0736,77,11/11/22,upbeat
149,Saweetie,Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),2etHQJxIbV0soyPhelVs9Y,0.84,0.766,4,-4.12,1,0.136,3.61E-06,0.0684,0.402,94.018,155884,4,0.00302,73,1/7/21,upbeat
150,Latto,Big Energy,Big Energy,6Zu3aw7FfjAF9WA0fA81Oq,0.935,0.807,11,-3.838,0,0.114,0,0.349,0.813,106.017,173182,4,0.0514,74,9/24/21,upbeat
151,Ktlyn,BIG MAD,BIG MAD,0bspC5fLlWgwCM6Rx1YUIh,0.958,0.523,8,-6.1,1,0.0591,0,0.106,0.309,102.039,143111,4,0.0293,62,8/5/22,upbeat
152,Nicki Minaj,The Pinkprint,Feeling Myself,6ORDoQ6jxdfqNyqvUKDHF0,0.564,0.703,2,-5.459,1,0.269,0.00927,0.358,0.477,139.045,237840,4,0.437,51,12/15/14,upbeat
153,Saweetie,ICY,My Type,5KBARWIxeMGkvUax9VtVC9,0.899,0.811,2,-6.294,1,0.258,0,0.0672,0.587,105.038,126446,4,0.000677,71,3/29/19,upbeat
154,Rema,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,0.801,0.806,11,-5.206,1,0.0381,0.000669,0.114,0.802,106.999,239318,4,0.382,95,8/25/22,upbeat
155,Bakar,Will You Be My Yellow?,Hell N Back,6xxG3HbexOhJKyiLmtUPhT,0.633,0.684,10,-4.314,0,0.591,8.95E-05,0.112,0.725,209.688,213573,4,0.314,66,9/20/19,upbeat
156,Calvin Harris,Funk Wav Bounces Vol.1,Slide (feat. Frank Ocean & Migos),7tr2za8SQg2CI8EDgrdtNl,0.736,0.795,1,-3.299,0,0.0545,1.21E-06,0.254,0.511,104.066,230813,4,0.498,75,6/30/17,upbeat
157,Kali Uchis,Red Moon In Venus,Moonlight,0JmnkIqdlnUzPaf8sqBRs3,0.642,0.706,7,-6.872,0,0.052,0,0.25,0.896,136.851,187723,4,0.518,85,3/3/23,upbeat
158,SZA,Good Days,Good Days,3YJJjQPAbDT7mGpX3WtQ9A,0.436,0.655,1,-8.37,0,0.0583,8.10E-06,0.688,0.412,121.002,279204,4,0.499,81,12/25/20,upbeat
159,Childish Gambino,"""Awaken, My Love!""",Redbone,0WtDGnWL2KrMCk0mI1Gpwz,0.745,0.353,1,-10.614,1,0.0983,0.00662,0.118,0.598,160.111,326933,4,0.174,85,12/2/16,upbeat
160,Mac Miller,K.I.D.S. (Deluxe),The Spins,7FAFkQQZFeNwOFzTrSDFIh,0.794,0.766,9,-3.894,0,0.0377,0,0.0785,0.55,127.006,195873,4,0.0135,79,8/13/10,upbeat
161,Thundercat,No More Lies,No More Lies,62tGzw9OJOwDcjPBnMPCuj,0.602,0.835,10,-4.573,0,0.0413,6.43E-05,0.138,0.496,97.992,327218,4,0.0921,76,4/25/23,upbeat
162,Snakehips,never worry,Sometimes… (with Daya & Earthgang),09MduMD14OZjmAxd6u1Qfi,0.67,0.786,4,-5.07,0,0.107,0,0.433,0.578,106.009,222625,4,0.039,23,5/5/23,upbeat
163,Coi Leray,Players,Players,6UN73IYd0hZxLi8wFPMQij,0.954,0.516,6,-5.817,1,0.16,7.54E-06,0.0504,0.624,105.001,139560,4,0.03,92,11/30/22,upbeat
164,Big Freedia,$100 Bill (feat. Ciara),$100 Bill (feat. Ciara),4SqCnKpBBNmGbhDQHV8s1h,0.759,0.769,2,-5.317,1,0.0472,5.12E-05,0.323,0.319,102.016,184406,4,0.00284,51,4/28/23,upbeat
165,Sofi Tukker,Jacaré,Jacaré,1WY17VGE4rQjsyWi1Tw3be,0.694,0.84,7,-5.18,0,0.0364,0.0163,0.116,0.711,125.063,156621,4,0.00375,66,4/21/23,upbeat
166,Freya Ridings,Blood Orange,I Feel Love,33mnKAhmZILoMxxUrkHlcg,0.711,0.81,0,-4.807,1,0.0576,0,0.125,0.451,121.062,193951,4,0.229,56,4/28/23,upbeat
167,Kali Uchis,Por Vida,Melting,2kSb3wYSOV996xA2NSmpck,0.574,0.479,8,-7.776,1,0.0355,0.0803,0.106,0.303,115.263,208854,4,0.179,83,2/4/15,upbeat
168,Rema,Rave & Roses Ultra,Charm,1iBWjQ9af9NnUd5xnQDB3k,0.768,0.663,4,-6.901,0,0.0355,0,0.0974,0.559,96.039,204750,4,0.581,67,4/27/23,upbeat
169,Ice Cube,The Predator,It Was A Good Day,2qOm7ukLyHUXWyR4ZWLwxA,0.798,0.744,7,-5.328,0,0.136,0.000106,0.292,0.794,82.356,260000,4,0.33,84,11/17/92,upbeat
170,Dominic Fike,"Don't Forget About Me, Demos",3 Nights,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.594,0,0.0897,0,0.104,0.877,151.891,177667,4,0.223,76,10/16/18,upbeat
171,ANOTR,Relax My Eyes,Relax My Eyes,5u4hhtZ7f4rWkMZEZcTKrH,0.747,0.616,3,-9.76,0,0.0324,0.116,0.143,0.908,131.975,192151,4,0.176,74,11/4/22,upbeat
172,Bobby Caldwell,What You Won't Do for Love,What You Won't Do for Love,6Dk5fHTvH897XrVzCO64Mx,0.642,0.396,6,-16.843,1,0.0642,0.000823,0.106,0.797,84.082,286493,4,0.462,79,1978,upbeat
173,Bee Gees,More Than A Woman (SG's Paradise Edit),More Than A Woman - SG's Paradise Edit,0L3XCv9i9IHs8cJEVhsJ3J,0.679,0.762,10,-4.253,0,0.0316,0.23,0.0446,0.511,105.407,357936,4,0.00469,70,6/25/21,upbeat
174,Cannons,Loving You,Loving You,5m5THqRa6jHwKYLMWp2DEW,0.708,0.746,3,-6.01,1,0.0565,0.00178,0.0815,0.672,111.032,194595,4,0.0408,65,4/14/23,upbeat
175,The Aces,I've Loved You For So Long,I've Loved You For So Long,0j1AlYnUBAiYOuVBDwCT20,0.589,0.71,6,-6.29,0,0.0372,0.0124,0.108,0.308,110.939,176424,4,0.000333,57,4/28/23,upbeat
176,Jessie Ware,Begin Again,Begin Again - Single Edit,36CGnEiFk8rGx0R14aW1Dw,0.534,0.912,0,-5.043,1,0.129,1.31E-06,0.0509,0.472,110.014,217273,4,0.168,63,4/13/23,upbeat
177,Girlhood,The Lowdown,Elevator,0Is2tnxZ7c7tnsrXCdBZZO,0.592,0.926,0,-8.363,1,0.0669,0.153,0.867,0.507,115.03,241573,4,0.000701,50,4/21/23,upbeat
178,Macklemore,BEN,NO BAD DAYS (feat. Collett),5C8ySsx3AT121g24uYR823,0.769,0.858,8,-6.01,1,0.15,0.0186,0.157,0.86,160.049,173453,4,0.117,74,3/3/23,upbeat
179,Vacations,Next Exit,Next Exit,0xkSfBYxRMTLgrinRJlzfz,0.456,0.775,2,-7.125,1,0.037,0.823,0.674,0.793,80.026,201000,4,0.000313,66,4/14/23,upbeat
180,Post Malone,Hollywood's Bleeding,Circles,21jGcNKet2qwijlDFuPiPb,0.695,0.762,0,-3.497,1,0.0395,0.00244,0.0863,0.553,120.042,215280,4,0.192,87,9/6/19,upbeat
181,Go-Jo,Mrs. Hollywood,Mrs. Hollywood,1K1KcmJgKaeqnsisQnhyE1,0.758,0.655,5,-7.226,1,0.0305,0,0.158,0.972,128.019,143841,4,0.143,74,3/20/23,upbeat
182,Anna of the North,Crazy Life (Deluxe),Ridin,5vTbXkkLwxUmUocPZ7eTkL,0.741,0.519,0,-8.318,1,0.0446,0.00236,0.0938,0.588,120.004,174613,4,0.326,45,4/28/23,upbeat
183,Nicky Youre,Sunroof,Sunroof,4h4QlmocP3IuwYEj2j14p8,0.768,0.714,10,-5.11,1,0.0401,0,0.15,0.842,131.443,163026,4,0.352,88,12/3/21,upbeat
184,Marlena Shaw,The Spice Of Life,California Soul,0OwvrdjaJOypNsNQHyBWE5,0.513,0.826,8,-8.407,0,0.0574,3.48E-05,0.366,0.539,94.582,177227,4,0.555,67,1/1/69,upbeat
185,Victoria Monét,Smoke (feat. Lucky Daye),Smoke (feat. Lucky Daye),3unpulZnIiKRZ4MCymHfXx,0.803,0.387,2,-5.839,0,0.0723,1.98E-06,0.217,0.5,136.038,186157,4,0.207,71,3/24/23,upbeat
186,Forrest Frank,DIGGIN U,DIGGIN U,0Ni50H8KZDx9WVaKHId38j,0.676,0.868,9,-3.575,1,0.138,1.35E-05,0.377,0.701,149.841,147008,4,0.219,60,4/7/23,upbeat
187,Jungle,Candle Flame,Candle Flame,0LdAEUc7gyEY6xIG9y3lLM,0.673,0.72,9,-7.318,0,0.039,1.82E-05,0.913,0.588,123.032,174021,4,0.143,71,3/27/23,upbeat
188,Diplo,"Use Me (Brutal Hearts) (feat. Sturgill Simpson, Dove Cameron & Johnny Blue Skies)","Use Me (Brutal Hearts) (feat. Sturgill Simpson, Dove Cameron & Johnny Blue Skies)",0poKbTUdYz7lXFd15XuHiC,0.687,0.872,11,-4.415,0,0.0416,0.0256,0.156,0.768,118.057,202391,4,0.00285,71,4/14/23,upbeat
189,De La Soul,Eye Know,Eye Know,4sDXEltU35xgga78VFvmJe,0.837,0.809,1,-7.991,1,0.0508,2.77E-06,0.0784,0.851,109.312,253040,4,0.175,60,3/3/89,upbeat
190,Miguel,All I Want Is You,Sure Thing,0JXXNGljqupsJaZsgSbMZV,0.684,0.607,11,-8.127,0,0.1,0.000307,0.191,0.498,81.001,195373,4,0.0267,91,11/26/10,upbeat
191,Romy,Enjoy Your Life,Enjoy Your Life,0yM2YvOGR3cBIoWBeFdtmS,0.674,0.924,0,-4.943,0,0.102,6.09E-06,0.216,0.811,123.04,240053,4,0.0143,65,4/11/23,upbeat
192,Hailee Steinfeld,SunKissing,SunKissing,5YbGrhQCpOT4aOTlFgACke,0.578,0.867,4,-4.317,1,0.0569,0,0.34,0.548,143.912,177253,4,0.011,74,3/24/23,upbeat
193,Mae Stephens,If We Ever Broke Up,If We Ever Broke Up,6maTPqynTmrkWIralgGaoP,0.898,0.732,7,-3.982,1,0.0427,1.29E-05,0.0908,0.96,115.955,142759,4,0.621,88,2/10/23,upbeat
194,Kacey Musgraves,Can't Help Falling in Love (From the Original Motion Picture Soundtrack ELVIS) DELUXE EDITION [Bonus Track],Can't Help Falling in Love (From the Original Motion Picture Soundtrack ELVIS) DELUXE EDITION - Bonus Track,4gi1hTYfNDi7kKY8Jk3K1C,0.786,0.39,11,-10.328,1,0.0336,0.00574,0.13,0.396,120.018,142582,4,0.0239,59,3/3/23,upbeat
195,Dominic Fike,Dancing In The Courthouse,Dancing In The Courthouse,4ZwgD4frTwoDdOUsjyoqAJ,0.621,0.741,2,-4.479,1,0.0611,0,0.227,0.691,76.464,157563,4,0.187,75,4/14/23,upbeat
196,Gorillaz,Cracker Island,Tormenta (feat. Bad Bunny),38UYeBLfvpnDSG9GznZdnL,0.637,0.768,0,-6.468,1,0.056,0.00192,0.378,0.297,94.982,193464,4,0.458,87,2/24/23,upbeat
197,FLO,Fly Girl (feat. Missy Elliott),Fly Girl (feat. Missy Elliott),2sITbbWIOeg2Lwp4WN2jqr,0.698,0.846,8,-3.735,0,0.0981,0,0.204,0.726,103.968,205385,4,0.406,76,3/23/23,upbeat
198,SZA,SOS,Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,0.559,0.551,5,-7.231,1,0.132,0,0.11,0.392,143.008,201800,4,0.141,92,12/9/22,upbeat
199,Rex Orange County,AMAZING,AMAZING,6FtIK0IkmG33lKbc1pyAlZ,0.719,0.461,8,-8.191,1,0.0454,0,0.0875,0.548,123.915,209200,4,0.279,71,2/14/22,upbeat
200,Miley Cyrus,Flowers,Flowers,0yLdNVWF3Srea0uzk55zFn,0.707,0.681,0,-4.325,1,0.0668,5.15E-06,0.0322,0.646,117.999,200455,4,0.0632,98,1/13/23,upbeat
201,Lizzo,Special,2 Be Loved (Am I Ready),2rmwqU7yzTvzkiaRV53DpT,0.721,0.769,7,-4.111,1,0.105,0,0.0817,0.915,155.932,187108,4,0.0922,81,7/15/22,upbeat
202,Glass Animals,Dreamland,Heat Waves,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11,-6.9,1,0.0944,6.70E-06,0.0921,0.531,80.87,238805,4,0.44,89,8/7/20,upbeat
203,KAROL G,MAÑANA SERÁ BONITO,MIENTRAS ME CURO DEL CORA,6otePxalBK8AVa20xhZYVQ,0.523,0.477,0,-6.786,1,0.392,0,0.146,0.57,79.921,164387,4,0.855,90,2/24/23,upbeat
204,Nicky Youre,Eyes On You,Eyes On You,6qItx3M2IZbXBKRnptbnHM,0.729,0.786,10,-4.357,1,0.0389,0,0.265,0.729,131.906,177372,4,0.117,75,11/18/22,upbeat
205,anees,sun and moon,sun and moon,769Ld8demNhMgVLAQcjTDn,0.815,0.442,6,-7.462,0,0.107,0,0.101,0.706,90.019,151508,4,0.457,72,4/6/22,upbeat
206,Stephen Sanchez,Until I Found You (Em Beihold Version),Until I Found You (with Em Beihold) - Em Beihold Version,1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,10,-5.339,1,0.0286,0,0.202,0.342,101.19,176440,3,0.777,93,4/22/22,upbeat
207,SG Lewis,Vibe Like This (feat. Ty Dolla $ign & Lucky Daye),Vibe Like This (feat. Ty Dolla $ign & Lucky Daye),3e4QIt4wVVqsCqMqKxOrZd,0.539,0.835,10,-4.118,0,0.259,0,0.344,0.771,98.898,227436,4,0.00263,61,9/21/22,upbeat
208,Marshmello,El Merengue,El Merengue,51FvjPEGKq2zByeeEQ43V9,0.775,0.677,8,-4.703,0,0.0442,0.00517,0.112,0.698,124.011,189357,4,0.0313,90,3/3/23,upbeat
209,Beyoncé,RENAISSANCE,CUFF IT,1xzi1Jcr7mEi9K2RfzLOqS,0.78,0.689,7,-5.668,1,0.141,9.69E-06,0.0698,0.642,115.042,225389,4,0.0368,89,7/29/22,upbeat
210,Victoria Monét,We Might Even Be Falling In Love (Duet) - Spotify Singles,We Might Even Be Falling In Love (Duet) - Spotify Singles,0wOtc2nY3NOohp4xSwOyTN,0.731,0.423,6,-10.147,1,0.0784,0.000413,0.129,0.78,76.964,90111,4,0.473,74,2/14/23,upbeat
211,Lizzo,Special (feat. SZA),Special (feat. SZA),0rc1HCVoReqzzXF9jssqZk,0.464,0.724,7,-5.019,1,0.0705,0,0.679,0.303,82.526,174749,4,0.0188,77,2/9/23,upbeat
212,Niall Horan,Heaven,Heaven,1yHVHoz6Ny29gbbWJYVnFt,0.571,0.761,5,-3.485,1,0.0261,0,0.331,0.681,91.991,186043,4,0.0708,87,2/17/23,upbeat
213,Jason Mraz,I Feel Like Dancing,I Feel Like Dancing,4xYlpJPENfM4DT0rUYFqSP,0.812,0.706,4,-6.054,0,0.0709,0,0.107,0.621,112.002,218702,4,0.0412,68,2/15/23,upbeat
214,Latto,Big Energy (feat. DJ Khaled) [Remix],Big Energy (feat. DJ Khaled) - Remix,4nmD4awtUUCC4AGETpUiuP,0.867,0.771,11,-3.688,0,0.0939,0,0.133,0.715,106.021,181666,4,0.0385,69,3/31/22,upbeat
215,RAYE,My 21st Century Blues,Worth It.,7JgNAnCjJvL8hBR1kmCOFF,0.736,0.483,8,-7.85,1,0.0682,1.39E-05,0.351,0.606,109.932,246813,4,0.505,64,2/3/23,upbeat
216,Sabrina Carpenter,emails i can't send,Nonsense,6dgUya35uo964z7GZXM07g,0.74,0.697,8,-4.912,1,0.034,0,0.224,0.732,138.992,163648,4,0.0268,89,7/15/22,upbeat
217,Ted Fresco,I'm in Love,I'm in Love,2k2AJgV5PAA4pIl9jdJxqz,0.728,0.756,10,-5.351,1,0.0309,0.00256,0.147,0.722,139.335,196344,4,0.31,58,10/7/22,upbeat
218,Byron Messia,No Love,Talibans,0in4JBEFmQVtyNJCN9UeXU,0.929,0.43,4,-9.387,0,0.206,0,0.102,0.498,103.01,188738,4,0.571,61,1/20/23,upbeat
219,Ayra Starr,Rush,Rush,1rrqJ9QkOBYJlsZgqqwxgB,0.792,0.503,1,-8.044,1,0.0626,0.00057,0.0959,0.381,99.97,185093,4,0.0369,82,9/16/22,upbeat
220,Stephen Dawes,Teenage Dream,Teenage Dream,3GWaFFi6TlPcZLYmCCHZ9O,0.622,0.375,10,-9.069,1,0.0279,0,0.0812,0.221,111.968,178000,4,0.411,78,6/2/22,upbeat
221,AJR,OK ORCHESTRA,World's Smallest Violin,3jHBgKdLCf46aP3HRI0WYv,0.68,0.696,5,-6.977,1,0.051,0,0.607,0.684,115.962,180743,4,0.116,73,3/26/21,upbeat
222,Hailee Steinfeld,Coast,Coast (feat. Anderson .Paak),1l4iQsOZ5sOXZPMQLvouaB,0.701,0.875,11,-4.1,1,0.0757,7.32E-06,0.137,0.84,111.976,166720,4,0.0262,76,7/29/22,upbeat
223,Christian French,Meet Me At Our Spot,Meet Me At Our Spot,36d4GIYKnTr37URimc6FSP,0.6,0.667,5,-6.452,1,0.0319,0.00067,0.148,0.722,77.983,137509,4,0.227,57,11/18/22,upbeat
224,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.000745,0.0546,0.825,139.994,148486,4,0.0826,93,5/13/22,upbeat
225,Remi Wolf,Live at Electric Lady,Pink + White - Live at Electric Lady,2FmADxrIphJZSrHzwYkUcR,0.498,0.468,9,-6.17,1,0.0502,0,0.103,0.55,148.266,233407,3,0.133,61,8/4/22,upbeat
226,John Legend,LEGEND,Wonder Woman,3BLWGYOcy1svvsBByeFxLh,0.628,0.476,0,-4.947,1,0.0352,0,0.121,0.336,147.915,168562,4,0.417,68,9/9/22,upbeat
227,Tyga,Sunshine,Sunshine,54NBD72JXFXzrodbQBSzWh,0.746,0.647,7,-6.673,1,0.106,0,0.052,0.393,97.989,188964,4,0.0267,72,8/12/22,upbeat
228,Tai Verdes,sheluvme,sheluvme,64Ds8EuwkeGSOeXDzXLRZz,0.543,0.677,8,-5.203,1,0.284,1.19E-05,0.239,0.712,82.36,150840,4,0.514,62,6/22/22,upbeat
229,AnnenMayKantereit,Tom's Diner,Tom's Diner,0oA9wBGDY4uyILLg4GymWP,0.68,0.428,6,-8.107,0,0.135,0.000344,0.355,0.334,98.222,269333,4,0.376,78,6/28/19,upbeat
230,JVKE,this is what ____ feels like (Vol. 1-4),this is what falling in love feels like,2PWTZV5znjLtZC5T1EVJvL,0.422,0.44,11,-5.53,1,0.0544,0,0.0837,0.332,128.934,120308,5,0.617,81,9/23/22,upbeat
231,Surfaces,Pacifico,Come With Me,16frIpnyUb9poRwQxQTmaC,0.876,0.565,11,-6.569,0,0.0333,0.0284,0.114,0.931,111.936,209732,4,0.16,71,6/25/21,upbeat
232,bbno$,edamame (feat. Rich Brian),edamame (feat. Rich Brian),1uMHCAyGmHqyygoNRuo7MV,0.815,0.848,4,-4.704,0,0.115,0.000162,0.0265,0.684,106.032,133707,4,0.023,74,7/24/21,upbeat
233,Breakbot,By Your Side,Baby I'm Yours,0tZkVZ9DeAa0MNK2gY5NtV,0.829,0.792,2,-3.755,0,0.0668,5.83E-06,0.122,0.758,118.05,215507,4,0.726,68,9/17/12,upbeat
234,Elton John,Cold Heart (PNAU Remix),Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1,-6.312,1,0.0317,4.19E-05,0.0952,0.942,116.032,202735,4,0.034,86,8/13/21,upbeat
235,Alesso,Words (feat. Zara Larsson),Words (feat. Zara Larsson),1bgKMxPQU7JIZEhNsM1vFs,0.739,0.586,10,-5.079,0,0.0472,0.000252,0.308,0.444,124.026,142677,4,0.0245,82,4/22/22,upbeat
236,Eliza Rose,B.O.T.A. (Baddest Of Them All),B.O.T.A. (Baddest Of Them All) - Edit,39JofJHEtg8I4fSyo7Imft,0.736,0.906,0,-7.589,1,0.048,0.585,0.106,0.698,137.001,226627,4,0.164,82,8/12/22,upbeat
237,Alok,Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),7MIhUdNJtaOnDmC5nBC1fb,0.687,0.818,0,-4.221,1,0.0778,0,0.248,0.886,125.952,165753,4,0.0112,82,6/17/22,upbeat
238,Nathan Dawe,21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),1RF02Cf80mTaeNXG2P2boR,0.621,0.785,6,-4.499,1,0.11,5.92E-06,0.0512,0.779,123.96,155253,4,0.0165,81,4/29/22,upbeat
239,LF SYSTEM,Afraid To Feel,Afraid To Feel,40SBS57su9xLiE1WqkXOVr,0.578,0.912,1,-3.929,1,0.114,0.00362,0.273,0.68,127.87,177525,4,0.0166,81,5/2/22,upbeat
240,Jax Jones,Where Did You Go (feat. MNEK),Where Did You Go? (feat. MNEK),3sa06xVNmLLYIxdNNmVQN8,0.763,0.782,7,-4.541,0,0.0346,7.08E-06,0.293,0.502,127.034,177689,4,0.182,80,2/4/22,upbeat
241,Swedish House Mafia,Paradise Again,Heaven Takes You Home (feat. Connie Constance),3nEHrvNNtgLv9rneTAYVr4,0.665,0.738,0,-5.931,0,0.0379,0.00598,0.0923,0.0389,125.037,214071,4,0.0124,78,4/15/22,upbeat
242,Jonas Blue,Weekends,Weekends,3JlHRjPt2TNB9h7VFf0im2,0.571,0.937,6,-3.365,1,0.033,3.71E-05,0.212,0.607,148.979,127004,4,0.0337,78,2/3/23,upbeat
243,Disco Lines,Baby Girl,Baby Girl,2cSdAkzAf2T4j4aLvx4LLz,0.73,0.907,2,-3.72,1,0.0606,0.114,0.23,0.249,120.968,111074,4,0.0921,78,6/15/22,upbeat
244,Kygo,Woke Up in Love,Woke Up in Love,21H0pUV2uPIPcFnFhgTBjo,0.643,0.585,2,-5.994,1,0.0369,0,0.0927,0.188,106.015,216873,4,0.225,75,9/9/22,upbeat
245,ANOTR,Relax My Eyes,Relax My Eyes,5u4hhtZ7f4rWkMZEZcTKrH,0.747,0.616,3,-9.76,0,0.0324,0.116,0.143,0.908,131.975,192151,4,0.176,74,11/4/22,upbeat
246,PNAU,The Hard Way,The Hard Way,7j57nadsCph2KI9eYuaum8,0.691,0.906,0,-4.458,1,0.171,0,0.299,0.657,119.978,183926,4,0.072,73,3/10/23,upbeat
247,Oliver Heldens,I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),2LxdNADWier3MKTei8FbOY,0.686,0.892,10,-3.186,0,0.0498,7.11E-06,0.0838,0.752,126.03,157206,4,0.0577,73,5/6/22,upbeat
